@relation training_step_4

@attribute LOC numeric
@attribute LOC_TOUCHED numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute LOC_ADDED numeric
@attribute AVG_LOC_ADDED numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute MAX_LOC_ADDED numeric
@attribute TOTAL_LOC_REMOVED numeric
@attribute MAX_LOC_REMOVED numeric
@attribute AVG_LOC_TOUCHED numeric
@attribute BUGGY {true, false}

@data
7,29,1,29,29,1,29,0,0,29,false
90,175,1,175,175,1,175,0,0,175,false
6,27,1,27,27,1,27,0,0,27,false
173,244,1,244,244,1,244,0,0,244,false
122,104,2,101,50.5,1,98,3,3,52,false
14,37,1,37,37,1,37,0,0,37,false
7,31,1,31,31,1,31,0,0,31,false
121,107,2,107,53.5,2,97,0,0,53,false
35,66,1,66,66,1,66,0,0,66,false
12,37,1,37,37,1,37,0,0,37,false
11,35,1,35,35,1,35,0,0,35,false
45,69,1,69,69,1,69,0,0,69,false
168,178,2,175,87.5,2,158,3,3,89,false
188,353,1,353,353,1,353,0,0,353,false
16,49,1,49,49,1,49,0,0,49,false
5,26,1,26,26,1,26,0,0,26,false
6,26,1,26,26,1,26,0,0,26,false
11,42,1,42,42,1,42,0,0,42,false
7,28,1,28,28,1,28,0,0,28,false
7,28,1,28,28,1,28,0,0,28,false
19,43,1,43,43,1,43,0,0,43,false
29,62,1,62,62,1,62,0,0,62,false
69,99,1,99,99,1,99,0,0,99,false
39,65,1,65,65,1,65,0,0,65,false
12,35,1,35,35,1,35,0,0,35,false
7,40,1,40,40,1,40,0,0,40,false
6,27,1,27,27,1,27,0,0,27,false
8,29,1,29,29,1,29,0,0,29,false
1,19,1,19,19,1,19,0,0,19,false
86,134,1,134,134,1,134,0,0,134,false
378,214,3,194,64.666667,2,175,20,16,71,false
44,83,1,83,83,1,83,0,0,83,false
181,116,3,114,38,3,96,2,1,38,false
77,98,2,96,48,1,96,2,2,49,false
24,50,1,50,50,1,50,0,0,50,false
328,191,3,178,59.333333,2,150,13,10,63,false
18,43,1,43,43,1,43,0,0,43,false
387,338,3,259,86.333333,2,200,79,68,112,false
70,111,1,111,111,1,111,0,0,111,false
34,66,1,66,66,1,66,0,0,66,false
64,113,1,113,113,1,113,0,0,113,false
17,40,1,40,40,1,40,0,0,40,false
40,72,1,72,72,1,72,0,0,72,false
35,66,1,66,66,1,66,0,0,66,false
44,77,1,77,77,1,77,0,0,77,false
28,59,1,59,59,1,59,0,0,59,false
126,184,1,184,184,1,184,0,0,184,false
57,95,1,95,95,1,95,0,0,95,false
58,102,1,102,102,1,102,0,0,102,false
119,183,1,183,183,1,183,0,0,183,false
78,119,1,119,119,1,119,0,0,119,false
21,50,1,50,50,1,50,0,0,50,false
156,211,1,211,211,1,211,0,0,211,false
22,54,1,54,54,1,54,0,0,54,false
417,235,3,228,76,2,221,7,6,78,false
1502,757,3,731,243.666667,2,711,26,18,252,false
68,116,1,116,116,1,116,0,0,116,false
615,479,2,461,230.5,2,436,18,18,239,false
73,119,1,119,119,1,119,0,0,119,false
596,341,3,326,108.666667,1,304,15,9,113,false
49,90,1,90,90,1,90,0,0,90,false
14,41,1,41,41,1,41,0,0,41,false
10,32,1,32,32,1,32,0,0,32,false
8,33,1,33,33,1,33,0,0,33,false
550,312,3,292,97.333333,2,271,20,14,104,false
47,60,3,54,18,2,41,6,6,20,false
89,108,2,102,51,1,102,6,6,54,false
340,267,2,263,131.5,2,209,4,4,133,false
80,79,2,74,37,2,67,5,5,39,false
281,214,2,210,105,2,198,4,4,107,false
18,45,1,45,45,1,45,0,0,45,false
38,70,1,70,70,1,70,0,0,70,false
1292,594,3,584,194.666667,2,576,10,9,198,false
263,348,1,348,348,1,348,0,0,348,false
712,495,2,495,247.5,2,493,0,0,247,false
166,167,2,166,83,2,165,1,1,83,false
343,506,1,506,506,1,506,0,0,506,false
74,121,1,121,121,1,121,0,0,121,false
54,96,1,96,96,1,96,0,0,96,false
29,59,1,59,59,1,59,0,0,59,false
567,856,1,856,856,1,856,0,0,856,false
596,345,3,323,107.666667,3,239,22,20,115,false
70,114,1,114,114,1,114,0,0,114,false
69,112,1,112,112,1,112,0,0,112,false
159,235,1,235,235,1,235,0,0,235,true
365,236,3,222,74,2,179,14,10,78,false
337,483,1,483,483,1,483,0,0,483,false
242,232,2,224,112,2,216,8,8,116,false
88,138,1,138,138,1,138,0,0,138,false
31,62,1,62,62,1,62,0,0,62,false
194,158,2,156,78,2,154,2,2,79,false
69,114,1,114,114,1,114,0,0,114,false
34,47,2,46,23,2,45,1,1,23,false
30,82,1,82,82,1,82,0,0,82,false
534,330,3,299,99.666667,2,221,31,29,110,false
116,176,1,176,176,1,176,0,0,176,false
14,37,1,37,37,1,37,0,0,37,false
317,253,2,245,122.5,2,224,8,8,126,false
223,334,1,334,334,1,334,0,0,334,false
356,295,2,279,139.5,2,263,16,16,147,false
483,273,3,261,87,3,234,12,12,91,false
565,337,3,321,107,2,309,16,9,112,false
289,253,2,244,122,2,219,9,9,126,false
1565,627,5,577,115.4,3,553,50,19,125,false
119,195,1,195,195,1,195,0,0,195,false
75,100,2,85,42.5,2,64,15,15,50,false
1311,653,4,604,151,2,537,49,18,163,true
49,110,1,110,110,1,110,0,0,110,false
120,194,1,194,194,1,194,0,0,194,false
88,140,1,140,140,1,140,0,0,140,false
58,100,1,100,100,1,100,0,0,100,false
125,187,1,187,187,1,187,0,0,187,false
365,292,2,283,141.5,2,262,9,9,146,false
119,174,1,174,174,1,174,0,0,174,false
394,341,2,318,159,2,282,23,23,170,false
66,107,1,107,107,1,107,0,0,107,false
227,357,1,357,357,1,357,0,0,357,false
892,649,2,629,314.5,2,600,20,20,324,false
127,185,1,185,185,1,185,0,0,185,false
21,44,2,39,19.5,2,39,5,5,22,false
40,54,2,51,25.5,2,44,3,3,27,false
52,82,2,77,38.5,2,66,5,5,41,false
424,237,4,219,54.75,2,180,18,14,59,false
37,54,2,52,26,2,48,2,2,27,false
8,31,1,31,31,1,31,0,0,31,false
9,31,1,31,31,1,31,0,0,31,false
95,92,2,86,43,2,73,6,6,46,false
105,118,3,95,31.666667,2,64,23,21,39,false
280,227,2,209,104.5,2,181,18,18,113,false
162,139,3,125,41.666667,2,102,14,12,46,false
78,84,2,78,39,2,68,6,6,42,false
81,116,2,110,55,2,92,6,6,58,false
302,378,2,342,171,2,300,36,36,189,false
306,253,3,223,74.333333,2,178,30,23,84,false
91,76,3,68,22.666667,2,54,8,7,25,false
170,209,2,188,94,2,157,21,21,104,true
30,51,2,45,22.5,2,37,6,6,25,false
19,48,1,48,48,1,48,0,0,48,false
24,50,1,50,50,1,50,0,0,50,false
26,56,1,56,56,1,56,0,0,56,false
24,48,1,48,48,1,48,0,0,48,false
56,93,1,93,93,1,93,0,0,93,false
14,42,1,42,42,1,42,0,0,42,false
18,43,1,43,43,1,43,0,0,43,false
170,254,1,254,254,1,254,0,0,254,false
110,96,2,95,47.5,2,94,1,1,48,false
31,67,1,67,67,1,67,0,0,67,false
45,79,1,79,79,1,79,0,0,79,false
22,51,1,51,51,1,51,0,0,51,false
35,67,1,67,67,1,67,0,0,67,false
31,64,1,64,64,1,64,0,0,64,false
50,87,1,87,87,1,87,0,0,87,false
20,46,1,46,46,1,46,0,0,46,false
187,141,2,140,70,2,140,1,1,70,false
295,302,3,195,65,3,190,107,103,100,false
583,443,3,329,109.666667,3,322,114,112,147,false
139,214,1,214,214,1,214,0,0,214,false
12,39,1,39,39,1,39,0,0,39,false
211,168,2,168,84,2,165,0,0,84,false
137,202,1,202,202,1,202,0,0,202,false
146,215,1,215,215,1,215,0,0,215,false
94,149,1,149,149,1,149,0,0,149,false
62,107,1,107,107,1,107,0,0,107,false
34,67,1,67,67,1,67,0,0,67,false
40,80,1,80,80,1,80,0,0,80,false
166,177,2,177,88.5,2,128,0,0,88,false
104,104,2,102,51,2,100,2,2,52,false
38,75,1,75,75,1,75,0,0,75,false
92,81,2,79,39.5,2,77,2,2,40,false
60,114,1,114,114,1,114,0,0,114,false
306,209,3,194,64.666667,2,182,15,14,69,false
26,58,1,58,58,1,58,0,0,58,false
78,71,3,65,21.666667,3,59,6,4,23,false
56,104,1,104,104,1,104,0,0,104,false
37,67,1,67,67,1,67,0,0,67,false
108,158,1,158,158,1,158,0,0,158,false
70,112,1,112,112,1,112,0,0,112,false
40,66,1,66,66,1,66,0,0,66,false
274,221,3,188,62.666667,2,170,33,31,73,false
755,242,6,217,36.166667,3,176,25,10,40,false
79,123,1,123,123,1,123,0,0,123,false
652,258,4,241,60.25,2,224,17,14,64,false
49,82,1,82,82,1,82,0,0,82,false
39,72,1,72,72,1,72,0,0,72,false
1153,331,7,303,43.285714,3,270,28,12,47,false
117,102,2,99,49.5,2,99,3,3,51,false
6,28,1,28,28,1,28,0,0,28,false
114,164,1,164,164,1,164,0,0,164,false
105,168,1,168,168,1,168,0,0,168,false
82,135,1,135,135,1,135,0,0,135,false
98,94,2,91,45.5,1,88,3,3,47,false
40,72,1,72,72,1,72,0,0,72,false
51,93,1,93,93,1,93,0,0,93,false
334,244,2,243,121.5,2,231,1,1,122,false
36,68,1,68,68,1,68,0,0,68,false
30,58,1,58,58,1,58,0,0,58,false
16,40,1,40,40,1,40,0,0,40,false
231,207,2,195,97.5,1,188,12,12,103,false
28,55,1,55,55,1,55,0,0,55,false
466,360,2,358,179,1,356,2,2,180,false
290,220,2,209,104.5,2,207,11,11,110,false
334,144,4,144,36,2,122,0,0,36,false
16,40,1,40,40,1,40,0,0,40,false
43,75,1,75,75,1,75,0,0,75,false
144,143,2,141,70.5,2,139,2,2,71,false
98,145,1,145,145,1,145,0,0,145,false
38,74,1,74,74,1,74,0,0,74,false
36,65,1,65,65,1,65,0,0,65,false
24,51,1,51,51,1,51,0,0,51,false
95,157,1,157,157,1,157,0,0,157,false
16,40,1,40,40,1,40,0,0,40,false
196,154,2,153,76.5,2,152,1,1,77,false
25,52,1,52,52,1,52,0,0,52,false
39,69,1,69,69,1,69,0,0,69,false
91,98,2,86,43,1,86,12,12,49,false
26,64,1,64,64,1,64,0,0,64,false
59,91,1,91,91,1,91,0,0,91,false
195,155,2,147,73.5,2,132,8,8,77,false
86,76,2,76,38,2,69,0,0,38,false
63,59,2,58,29,2,55,1,1,29,false
68,68,2,65,32.5,2,59,3,3,34,false
9,31,1,31,31,1,31,0,0,31,false
8,28,1,28,28,1,28,0,0,28,false
80,76,2,73,36.5,2,66,3,3,38,false
9,31,1,31,31,1,31,0,0,31,false
293,224,2,216,108,2,196,8,8,112,false
1,20,1,20,20,1,20,0,0,20,false
189,152,2,144,72,2,129,8,8,76,false
86,78,2,75,37.5,2,69,3,3,39,false
63,59,2,58,29,2,55,1,1,29,false
68,69,2,66,33,2,59,3,3,34,false
7,29,1,29,29,1,29,0,0,29,false
8,28,1,28,28,1,28,0,0,28,false
80,75,2,72,36,2,66,3,3,37,false
9,31,1,31,31,1,31,0,0,31,false
589,464,2,442,221,2,416,22,22,232,false
1663,637,4,605,151.25,3,544,32,23,159,false
189,173,2,165,82.5,2,150,8,8,86,false
86,78,2,75,37.5,2,69,3,3,39,false
63,59,2,58,29,2,55,1,1,29,false
68,69,2,66,33,2,59,3,3,34,false
9,31,1,31,31,1,31,0,0,31,false
11,32,1,32,32,1,32,0,0,32,false
86,78,2,75,37.5,2,69,3,3,39,false
11,32,1,32,32,1,32,0,0,32,false
11,36,1,36,36,1,36,0,0,36,false
11,36,1,36,36,1,36,0,0,36,false
11,36,1,36,36,1,36,0,0,36,false
10,34,1,34,34,1,34,0,0,34,false
8,32,1,32,32,1,32,0,0,32,false
11,36,1,36,36,1,36,0,0,36,false
13,38,1,38,38,1,38,0,0,38,false
13,39,1,39,39,1,39,0,0,39,false
12,37,1,37,37,1,37,0,0,37,false
13,38,1,38,38,1,38,0,0,38,false
11,33,1,33,33,1,33,0,0,33,false
10,34,1,34,34,1,34,0,0,34,false
17,45,1,45,45,1,45,0,0,45,false
13,40,1,40,40,1,40,0,0,40,false
14,41,1,41,41,1,41,0,0,41,false
16,44,1,44,44,1,44,0,0,44,false
42,57,2,55,27.5,1,52,2,2,28,false
13,38,1,38,38,1,38,0,0,38,false
21,53,1,53,53,1,53,0,0,53,false
29,43,2,43,21.5,1,41,0,0,21,false
23,56,1,56,56,1,56,0,0,56,false
10,34,1,34,34,1,34,0,0,34,false
11,59,1,59,59,1,59,0,0,59,false
11,36,1,36,36,1,36,0,0,36,false
13,38,1,38,38,1,38,0,0,38,false
57,92,1,92,92,1,92,0,0,92,false
37,66,1,66,66,1,66,0,0,66,false
37,68,1,68,68,1,68,0,0,68,false
45,75,1,75,75,1,75,0,0,75,false
57,88,1,88,88,1,88,0,0,88,false
37,69,1,69,69,1,69,0,0,69,false
61,102,1,102,102,1,102,0,0,102,false
54,86,1,86,86,1,86,0,0,86,false
41,68,1,68,68,1,68,0,0,68,false
119,98,2,94,47,1,93,4,4,49,false
27,52,1,52,52,1,52,0,0,52,false
57,86,1,86,86,1,86,0,0,86,false
106,89,2,87,43.5,1,85,2,2,44,false
59,100,1,100,100,1,100,0,0,100,false
113,170,1,170,170,1,170,0,0,170,false
282,268,2,234,117,1,186,34,34,134,false
57,94,1,94,94,1,94,0,0,94,false
380,214,3,202,67.333333,2,164,12,9,71,false
145,135,2,128,64,1,109,7,7,67,false
722,548,2,536,268,2,532,12,12,274,false
31,56,1,56,56,1,56,0,0,56,false
1182,555,3,552,184,3,545,3,2,185,false
37,69,1,69,69,1,69,0,0,69,false
61,101,1,101,101,1,101,0,0,101,false
274,318,1,318,318,1,318,0,0,318,false
79,119,1,119,119,1,119,0,0,119,false
15,39,1,39,39,1,39,0,0,39,false
52,56,2,55,27.5,2,54,1,1,28,false
19,43,1,43,43,1,43,0,0,43,false
11,33,1,33,33,1,33,0,0,33,false
8,30,1,30,30,1,30,0,0,30,false
6,27,1,27,27,1,27,0,0,27,false
6,31,1,31,31,1,31,0,0,31,false
17,40,1,40,40,1,40,0,0,40,false
35,63,1,63,63,1,63,0,0,63,false
17,40,1,40,40,1,40,0,0,40,false
60,90,1,90,90,1,90,0,0,90,false
17,40,1,40,40,1,40,0,0,40,false
35,63,1,63,63,1,63,0,0,63,false
27,65,1,65,65,1,65,0,0,65,false
17,40,1,40,40,1,40,0,0,40,false
34,61,1,61,61,1,61,0,0,61,false
55,92,1,92,92,1,92,0,0,92,false
17,40,1,40,40,1,40,0,0,40,false
67,72,2,68,34,2,61,4,4,36,false
17,40,1,40,40,1,40,0,0,40,false
130,123,2,117,58.5,2,115,6,6,61,false
17,40,1,40,40,1,40,0,0,40,false
45,72,1,72,72,1,72,0,0,72,false
17,40,1,40,40,1,40,0,0,40,false
43,71,1,71,71,1,71,0,0,71,false
17,40,1,40,40,1,40,0,0,40,false
129,77,3,74,24.666667,3,71,3,2,25,false
17,40,1,40,40,1,40,0,0,40,false
17,40,1,40,40,1,40,0,0,40,false
43,75,1,75,75,1,75,0,0,75,false
43,75,1,75,75,1,75,0,0,75,false
17,40,1,40,40,1,40,0,0,40,false
106,90,2,88,44,2,86,2,2,45,false
17,40,1,40,40,1,40,0,0,40,false
107,179,1,179,179,1,179,0,0,179,false
17,40,1,40,40,1,40,0,0,40,false
49,79,1,79,79,1,79,0,0,79,false
84,135,1,135,135,1,135,0,0,135,false
10,32,1,32,32,1,32,0,0,32,false
134,216,1,216,216,1,216,0,0,216,false
10,32,1,32,32,1,32,0,0,32,false
10,32,1,32,32,1,32,0,0,32,false
11,36,1,36,36,1,36,0,0,36,false
250,150,3,136,45.333333,2,123,14,12,50,false
1275,629,4,597,149.25,3,566,32,17,157,false
132,282,1,282,282,1,282,0,0,282,false
11,51,1,51,51,1,51,0,0,51,false
7,40,1,40,40,1,40,0,0,40,false
4229,995,9,924,102.666667,3,818,71,23,110,false
1,20,1,20,20,1,20,0,0,20,false
42,77,1,77,77,1,77,0,0,77,false
10,32,1,32,32,1,32,0,0,32,false
8,47,1,47,47,1,47,0,0,47,false
11,32,1,32,32,1,32,0,0,32,false
51,78,1,78,78,1,78,0,0,78,false
230,310,1,310,310,1,310,0,0,310,false
70,110,1,110,110,1,110,0,0,110,false
39,66,1,66,66,1,66,0,0,66,false
324,229,2,226,113,2,223,3,3,114,false
1220,523,4,484,121,3,438,39,17,130,false
98,144,1,144,144,1,144,0,0,144,false
9,30,1,30,30,1,30,0,0,30,false
157,214,1,214,214,1,214,0,0,214,false
92,143,1,143,143,1,143,0,0,143,false
183,264,1,264,264,1,264,0,0,264,false
1009,504,3,476,158.666667,2,434,28,26,168,false
372,287,2,285,142.5,2,244,2,2,143,false
180,247,1,247,247,1,247,0,0,247,false
98,144,1,144,144,1,144,0,0,144,false
345,461,1,461,461,1,461,0,0,461,false
16,40,1,40,40,1,40,0,0,40,false
1399,805,3,755,251.666667,2,643,50,39,268,false
150,221,1,221,221,1,221,0,0,221,false
200,146,2,145,72.5,2,144,1,1,73,false
51,84,1,84,84,1,84,0,0,84,false
1062,799,2,777,388.5,2,755,22,22,399,false
19,45,1,45,45,1,45,0,0,45,false
236,221,2,201,100.5,2,182,20,20,110,false
53,90,1,90,90,1,90,0,0,90,false
27,59,1,59,59,1,59,0,0,59,false
298,219,3,181,60.333333,2,138,38,21,73,false
336,185,3,175,58.333333,2,157,10,10,61,false
448,385,2,381,190.5,2,315,4,4,192,false
158,232,1,232,232,1,232,0,0,232,false
71,115,1,115,115,1,115,0,0,115,false
1108,345,6,310,51.666667,4,236,35,11,57,false
57,104,1,104,104,1,104,0,0,104,false
837,446,3,434,144.666667,3,411,12,10,148,false
67,107,1,107,107,1,107,0,0,107,false
36,71,1,71,71,1,71,0,0,71,false
184,155,3,148,49.333333,1,142,7,5,51,false
65,71,2,67,33.5,1,64,4,4,35,false
935,257,6,245,40.833333,2,234,12,5,42,false
266,227,2,217,108.5,1,207,10,10,113,false
12,41,1,41,41,1,41,0,0,41,false
23,53,1,53,53,1,53,0,0,53,false
137,115,2,112,56,2,109,3,3,57,false
2667,875,5,834,166.8,2,786,41,26,175,false
32,103,2,97,48.5,1,92,6,6,51,false
72,131,1,131,131,1,131,0,0,131,false
1,20,1,20,20,1,20,0,0,20,false
44,75,1,75,75,1,75,0,0,75,false
21,49,1,49,49,1,49,0,0,49,false
309,226,3,191,63.666667,2,157,35,29,75,false
57,89,1,89,89,1,89,0,0,89,false
25,52,2,47,23.5,1,39,5,5,26,false
322,401,1,401,401,1,401,0,0,401,false
192,149,2,148,74,2,147,1,1,74,false
836,436,3,421,140.333333,2,404,15,14,145,false
118,98,2,97,48.5,2,91,1,1,49,false
1889,699,5,619,123.8,3,382,80,73,139,false
145,213,1,213,213,1,213,0,0,213,false
1203,568,3,558,186,2,545,10,10,189,false
43,78,1,78,78,1,78,0,0,78,false
88,121,1,121,121,1,121,0,0,121,false
138,152,2,129,64.5,2,110,23,23,76,false
49,87,2,68,34,2,54,19,19,43,false
62,110,1,110,110,1,110,0,0,110,false
973,697,2,677,338.5,2,650,20,20,348,false
122,189,1,189,189,1,189,0,0,189,false
35,215,1,215,215,1,215,0,0,215,false
7,42,1,42,42,1,42,0,0,42,false
53,89,1,89,89,1,89,0,0,89,false
50,69,2,65,32.5,1,61,4,4,34,false
9,31,1,31,31,1,31,0,0,31,false
15,41,1,41,41,1,41,0,0,41,false
25,43,2,42,21,2,37,1,1,21,false
26,43,2,40,20,1,35,3,3,21,false
7,28,1,28,28,1,28,0,0,28,false
7,28,1,28,28,1,28,0,0,28,false
9,35,1,35,35,1,35,0,0,35,false
78,114,1,114,114,1,114,0,0,114,false
109,151,1,151,151,1,151,0,0,151,false
5,26,1,26,26,1,26,0,0,26,false
20,45,1,45,45,1,45,0,0,45,false
91,132,1,132,132,1,132,0,0,132,false
154,205,1,205,205,1,205,0,0,205,false
16,42,1,42,42,1,42,0,0,42,false
1,20,1,20,20,1,20,0,0,20,false
118,97,2,95,47.5,2,93,2,2,48,false
115,85,3,79,26.333333,2,68,6,6,28,false
206,124,1,36,36,1,36,88,88,124,false
144,200,1,200,200,1,200,0,0,200,false
81,138,1,138,138,1,138,0,0,138,false
109,162,1,162,162,1,162,0,0,162,false
46,77,1,77,77,1,77,0,0,77,false
188,86,4,83,20.75,2,80,3,1,21,false
50,82,1,82,82,1,82,0,0,82,false
94,136,1,136,136,1,136,0,0,136,false
95,139,1,139,139,1,139,0,0,139,false
49,81,1,81,81,1,81,0,0,81,false
329,264,2,258,129,1,252,6,6,132,false
352,146,4,143,35.75,2,140,3,1,36,false
402,152,4,147,36.75,3,140,5,3,38,false
118,77,3,73,24.333333,3,69,4,3,25,false
250,181,2,180,90,2,179,1,1,90,false
248,344,1,344,344,1,344,0,0,344,false
135,192,1,192,192,1,192,0,0,192,false
96,146,1,146,146,1,146,0,0,146,false
45,76,1,76,76,1,76,0,0,76,false
106,157,1,157,157,1,157,0,0,157,false
112,109,2,104,52,2,91,5,5,54,false
31,59,1,59,59,1,59,0,0,59,false
44,81,1,81,81,1,81,0,0,81,false
74,117,1,117,117,1,117,0,0,117,false
431,328,2,326,163,1,325,2,2,164,false
61,98,1,98,98,1,98,0,0,98,false
77,130,1,130,130,1,130,0,0,130,false
115,172,1,172,172,1,172,0,0,172,false
48,81,1,81,81,1,81,0,0,81,false
40,70,1,70,70,1,70,0,0,70,false
69,79,2,73,36.5,2,62,6,6,39,false
610,542,2,488,244,2,458,54,54,271,false
68,102,1,102,102,1,102,0,0,102,false
1501,658,4,641,160.25,3,540,17,15,164,false
71,103,1,103,103,1,103,0,0,103,false
62,94,1,94,94,1,94,0,0,94,false
228,182,2,181,90.5,2,138,1,1,91,false
113,166,1,166,166,1,166,0,0,166,false
1270,424,6,394,65.666667,2,274,30,17,70,false
273,385,1,385,385,1,385,0,0,385,false
434,321,2,320,160,2,319,1,1,160,false
197,254,1,254,254,1,254,0,0,254,false
1939,773,5,733,146.6,2,467,40,19,154,false
290,230,2,227,113.5,2,224,3,3,115,false
9854,2028,8,1984,248,2,1634,44,35,253,false
55,83,1,83,83,1,83,0,0,83,false
46,75,1,75,75,1,75,0,0,75,false
87,131,1,131,131,1,131,0,0,131,false
33,63,1,63,63,1,63,0,0,63,false
11,34,1,34,34,1,34,0,0,34,false
746,349,3,339,113,2,330,10,8,116,false
7,28,1,28,28,1,28,0,0,28,false
263,142,4,121,30.25,3,101,21,10,35,false
635,362,4,310,77.5,3,275,52,41,90,false
443,197,7,149,21.285714,3,99,48,18,28,false
415,252,4,215,53.75,3,187,37,26,63,false
22,16,2,10,5,1,9,6,5,8,false
7,2,1,1,1,1,1,1,1,2,false
108,39,5,22,4.4,3,15,17,12,7,false
45,62,5,45,9,3,25,17,9,12,false
164,111,4,93,23.25,3,74,18,9,27,false
1199,355,9,283,31.444444,3,149,72,30,39,false
334,137,7,112,16,3,71,25,12,19,false
284,112,6,97,16.166667,3,69,15,12,18,false
70,52,5,36,7.2,3,17,16,10,10,false
849,257,12,200,16.666667,3,48,57,19,21,false
464,166,9,132,14.666667,4,52,34,12,18,false
87,49,5,27,5.4,3,13,22,9,9,false
37,54,5,21,4.2,3,13,33,14,10,false
118,106,2,104,52,1,98,2,2,53,false
359,148,5,130,26,3,109,18,9,29,false
230,119,5,102,20.4,3,70,17,12,23,false
121,83,5,70,14,3,50,13,10,16,false
1028,338,8,274,34.25,3,147,64,27,42,false
59,83,4,62,15.5,3,41,21,10,20,false
35,60,4,47,11.75,3,28,13,12,15,false
1430,316,18,193,10.722222,3,32,123,32,17,false
184,109,4,97,24.25,3,76,12,9,27,false
130,91,7,70,10,3,37,21,10,13,false
450,228,12,150,12.5,4,52,78,40,19,false
110,71,6,58,9.666667,3,37,13,10,11,false
327,98,6,53,8.833333,3,22,45,23,16,false
945,135,10,82,8.2,3,14,53,10,13,false
185,105,5,89,17.8,3,62,16,10,21,false
253,103,8,43,5.375,3,13,60,24,12,false
98,85,5,66,13.2,3,40,19,10,17,false
228,106,7,86,12.285714,4,50,20,10,15,false
484,173,6,163,27.166667,4,104,10,9,28,false
186,125,3,115,38.333333,3,100,10,9,41,false
130,91,7,70,10,3,37,21,10,13,false
119,85,5,69,13.8,3,43,16,10,17,false
136,149,4,137,34.25,4,121,12,10,37,false
370,142,7,120,17.142857,3,85,22,10,20,false
45,60,3,50,16.666667,3,35,10,9,20,false
416,191,6,166,27.666667,3,97,25,11,31,false
2041,361,21,298,14.190476,3,58,63,19,17,false
1225,333,17,255,15,3,81,78,19,19,false
236,116,7,95,13.571429,3,40,21,10,16,false
